ID_BIO_PEIXES;DATA;MONTH;ANO;DAY;trim;MATRICULA;COD_FAO;PORTO_NOME;ARTE_EU;ARTE;N_OBS;SEXO;EST_MATURACAO;C_CLASSE;C_INDIVIDUAL;P_INDIVIDUAL;P_EVISCERADO;P_FIGADO;P_GONADAS;IDADE
186;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;26;M;2;20;20.2;43.14;41.3;0.61;0.09;NA
187;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;27;F;2;20;20.3;49.52;46.45;1.79;0.08;NA
188;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;28;F;2;20;20;49.17;46.43;1.39;0.18;NA
189;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;29;F;2;20;20.5;51.42;47.87;1.79;0.63;NA
190;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;30;F;2;20;20.3;46.93;45.19;0.74;0.07;NA
191;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;31;M;2;21;21.6;56.33;53.47;0.89;0.13;NA
192;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;32;F;2;21;21.2;54.17;51.69;1.1;0.15;NA
193;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;33;F;2;21;21.2;50.31;47.89;1.12;0.15;2
194;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;34;F;3;22;22;55.03;51.87;1.57;0.38;NA
195;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;35;F;3;22;22;55.67;52.02;1.7;0.37;NA
196;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;36;M;3;22;22.8;55.56;52.91;1.18;0.37;NA
197;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;37;M;2;22;22.2;49.96;48.37;0.82;0.08;2
198;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;38;M;3;22;22.5;53.29;51.48;0.72;0.26;NA
199;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;39;F;5;22;22.5;54.04;51.22;1.22;0.19;2
200;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;40;F;2;22;22.2;53.88;49.83;2.1;0.26;3
201;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;41;M;2;22;22.5;60.2;57.93;0.92;0.1;3
202;28/03/2018;3;2018;28;1;L-2028-C;WHB;Matosinhos;NA;NA;42;F;5;22;22.2;55.39;53.37;0.4;0.24;NA
203;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;1;F;3;24;24.9;98.65;89.76;2.1;4.86;NA
204;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;2;F;3;26;26.4;109.24;99.77;2.1;4.84;NA
205;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;3;F;3;24;24.9;102.23;93.43;1.57;3.93;NA
206;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;4;F;2;24;24.3;85.59;81.43;1.9;0.4;NA
207;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;5;M;2;23;23.2;66.08;63.88;0.61;0.52;NA
208;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;6;M;2;22;22.5;60.5;57.55;0.6;0.21;NA
209;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;7;F;3;21;21.4;58.99;54.16;2.07;1.09;NA
210;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;8;M;2;23;23.8;73.75;70.41;1.39;0.99;NA
211;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;9;M;2;21;21.9;61.92;58.79;1.11;0.34;NA
212;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;10;F;3;27;27.3;127.05;119.46;2.16;2.7;NA
213;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;11;F;3;23;23;79.13;72.18;2.6;2.73;NA
214;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;12;F;3;24;24.4;93.56;86.52;1.97;2.64;NA
215;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;13;F;3;25;25;96.7;91.14;2.33;1.06;NA
216;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;14;M;3;24;24.3;70.77;67.36;0.6;1.65;NA
217;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;15;M;2;21;21.8;58.4;54.12;0.56;0.68;NA
218;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;16;F;3;24;24.9;96.5;87.35;2.91;4.09;NA
219;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;17;F;3;24;24.4;92.32;83.85;2.45;2.95;NA
220;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;18;F;3;24;24;83.43;78;1.58;1.71;NA
221;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;19;F;3;22;22.8;70.37;65.29;1.26;3.76;NA
222;14/02/2019;2;2019;14;1;PE-2916-C;WHB;Peniche;NA;NA;20;M;2;25;25.4;97.43;93.44;0.77;0.86;NA
223;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;1;F;1;16;16.6;26.05;24.11;0.56;NA;NA
224;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;2;M;1;16;16.8;26.1;24.43;0.72;NA;NA
225;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;3;F;1;16;16.7;26.26;24.55;0.46;NA;NA
226;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;4;M;1;16;16.8;27.34;24.93;0.94;NA;NA
227;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;5;M;1;16;16.9;28.21;25.89;1.25;NA;NA
228;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;6;F;1;16;16.9;28.48;26.18;1.08;NA;NA
229;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;7;M;2;16;16.7;25.92;24.22;0.84;NA;NA
230;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;8;M;1;16;16.8;27.38;25.7;0.63;NA;NA
231;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;9;F;1;16;16.9;27.72;26.12;0.74;NA;NA
232;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;10;M;2;16;16.7;26.29;23.92;1.08;NA;NA
233;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;11;M;2;17;17.6;30.38;27.9;1.33;NA;NA
234;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;12;F;1;17;17.3;28.89;26.6;1.36;NA;NA
235;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;13;F;2;17;17.2;32.18;29.83;1.07;NA;NA
236;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;14;F;2;17;17.7;34.7;31.08;1.95;NA;NA
237;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;15;F;2;17;17.9;33.06;31.07;0.86;NA;NA
238;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;16;M;2;17;17.7;33.21;29.84;2.09;NA;NA
239;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;17;F;1;17;17.7;31.7;29.25;1.55;NA;NA
240;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;18;F;2;17;17.7;32.35;29.88;1.48;NA;NA
241;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;19;F;2;17;17.9;33.99;30.75;2.02;NA;NA
242;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;20;F;2;17;17.4;28;26.28;0.6;NA;NA
243;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;21;M;2;18;18.2;34.17;31.86;1.11;NA;NA
244;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;22;M;2;18;18.1;34.6;31.91;1.62;NA;NA
245;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;23;M;2;18;18.3;33.51;30.57;1.32;NA;NA
246;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;24;M;2;18;18.5;38.87;36;1.28;NA;NA
247;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;25;F;2;18;18.2;36.6;33.58;1.23;NA;NA
248;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;26;F;2;18;18.2;35.69;33.09;1.46;NA;NA
249;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;27;M;2;18;18;35.47;32.74;1.62;NA;NA
250;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;28;M;2;18;18.8;42.11;38.5;2.45;NA;NA
251;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;29;F;2;18;18.3;35.19;32.6;1.21;NA;NA
252;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;30;F;2;18;18.2;34.32;31.63;1.61;NA;NA
253;16/09/2019;9;2019;16;3;PE-2916-C;WHB;Peniche;NA;NA;31;M;2;19;19.3;41.71;38.86;2;NA;NA
254;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;1;F;2;17;17.6;32.1;30.48;0.51;NA;2
255;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;2;M;1;18;18.5;35.36;33.95;0.31;NA;NA
256;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;3;M;2;18;18;31.74;30.59;0.36;NA;NA
257;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;4;F;2;18;18.7;33.72;32.28;0.43;NA;NA
258;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;5;M;2;18;18.3;34.16;32.7;0.53;NA;NA
259;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;6;M;2;18;18.1;30.39;29.3;0.31;NA;NA
260;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;7;M;2;18;18.3;29.65;28.95;0.25;NA;NA
261;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;8;M;2;18;18.2;30.4;27.9;0.35;NA;NA
262;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;9;F;2;18;18.6;33.23;31.67;0.42;NA;NA
263;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;10;M;2;18;18.5;31.31;30.07;0.28;NA;NA
264;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;11;M;2;18;18.9;32.93;31.75;0.16;NA;NA
265;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;12;F;2;19;19.4;37.5;36.21;0.48;NA;NA
266;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;13;M;2;19;19.5;38.77;37.51;0.51;NA;2
267;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;14;M;2;19;19.7;41.31;39.94;0.46;NA;2
268;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;15;F;2;19;19.7;41.61;39.82;0.93;NA;NA
269;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;16;F;2;19;19.1;35.66;34.46;0.36;NA;NA
270;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;17;F;2;19;19;33.61;32.35;0.3;NA;NA
271;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;18;F;2;19;19;35.12;34.07;0.31;NA;NA
272;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;19;M;2;19;19;34.51;33.43;0.56;NA;NA
273;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;20;M;2;19;19.3;38.23;37.01;0.39;NA;1
274;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;21;F;2;19;19.5;39.4;37.75;0.78;NA;NA
275;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;22;M;2;20;20.5;42.15;40.93;0.49;NA;NA
276;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;23;M;2;20;20;39.58;38.3;0.32;NA;NA
277;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;24;M;2;20;20.1;38.96;36.89;0.36;NA;NA
278;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;25;F;2;20;20.8;53.51;50.68;1.87;NA;NA
279;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;26;F;2;20;20.2;49.45;46.93;0.74;NA;NA
280;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;27;F;2;20;20.1;40.29;38.56;0.51;NA;1
281;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;28;M;2;20;20.1;43.66;41.58;0.98;NA;2
282;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;29;F;2;20;20.3;40.84;39.29;0.38;NA;1
283;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;30;M;2;20;20.2;35.35;34.34;NA;NA;NA
284;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;31;M;2;20;20.4;44.46;42.66;0.56;NA;NA
285;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;32;M;2;21;21.6;54.64;52.53;0.84;NA;NA
286;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;33;M;2;21;21;46.34;43.79;0.65;NA;NA
287;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;34;F;2;21;21.8;57.84;55.51;1.15;NA;NA
288;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;35;F;2;21;21.9;63.74;54.47;1.22;NA;NA
289;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;36;M;2;21;21;44.32;43.09;0.46;NA;2
290;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;37;M;2;21;21.3;49.47;48.28;0.37;NA;NA
291;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;38;M;2;21;21.5;46.93;45.7;0.44;NA;2
292;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;39;M;2;21;21.2;51.65;49.45;1.07;NA;2
293;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;40;M;2;21;21.2;41.8;40.99;0.32;NA;2
294;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;41;F;2;21;21.2;48.99;47.72;0.34;NA;NA
295;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;42;M;2;22;22.4;59.68;57.6;1.06;NA;2
296;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;43;M;2;22;22.2;56.35;54.03;0.62;NA;NA
297;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;44;F;2;22;22.1;56.1;54.17;0.65;NA;NA
298;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;45;F;2;22;22.2;55.1;53.63;0.26;NA;NA
299;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;46;M;2;22;22.2;54.01;51.69;0.42;NA;NA
300;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;47;M;2;22;22.2;61.83;58.72;0.95;NA;NA
301;12/01/2017;1;2017;12;1;A-3602-C;WHB;Portimão;NA;NA;48;F;2;23;23.8;81.81;77.48;1.23;NA;2
302;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;1;M;2;17;17.8;30.88;22.38;0.66;NA;0
303;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;2;M;2;21;21.8;64.5;59.9;3.2;NA;NA
304;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;3;M;2;21;21.3;50.08;48.5;0.7;NA;NA
305;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;4;M;2;22;22.9;71.94;68;2.28;NA;NA
306;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;5;M;2;22;22.4;62.12;58.23;3.03;NA;NA
307;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;6;M;2;22;22.8;69.75;65.57;2.86;NA;NA
308;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;7;F;2;22;22.7;63.9;60.5;2.1;NA;NA
309;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;8;M;2;22;22.8;63.75;58.95;2.82;NA;NA
310;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;9;M;2;22;22.5;61.91;58.74;2.16;NA;NA
311;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;10;M;2;22;22.5;64.19;59.96;2.48;NA;NA
312;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;11;F;2;22;22.3;55.68;53.16;1.66;NA;NA
313;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;12;M;2;22;22.8;67.87;64.8;1.75;NA;NA
314;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;13;M;2;22;22.8;58.18;56.73;0.35;NA;NA
315;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;14;M;2;23;23.7;83.63;77.11;5.01;NA;NA
316;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;15;M;2;23;23.3;67.61;64.36;1.76;NA;NA
317;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;16;M;2;23;23.6;69.21;67.32;1.05;NA;2
318;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;17;M;2;23;23.2;72.37;68.63;2.74;NA;NA
319;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;18;F;2;23;23.9;77.15;72.47;3.52;NA;NA
320;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;19;M;2;23;23.7;79.81;75.92;2.5;NA;NA
321;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;20;F;2;23;23.9;80.59;75.95;3.21;NA;NA
322;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;21;M;2;23;23.1;74.74;70.15;2.7;NA;NA
323;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;22;M;2;23;23.4;75.28;70.54;3.25;NA;NA
324;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;23;M;2;23;23.7;79.1;75.15;2.4;NA;2
325;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;24;F;2;24;24.8;90.06;86.44;1.82;NA;2
326;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;25;F;2;24;24.7;92.81;86.55;4.18;NA;2
327;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;26;M;2;24;24.9;97.3;91.75;4.24;NA;NA
328;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;27;M;2;24;24.5;82.24;78.01;2.51;NA;2
329;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;28;M;2;24;24;80.58;74.98;2.85;NA;NA
330;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;29;M;2;24;24.1;81.17;78.12;1.29;NA;2
331;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;30;F;2;24;24.2;73.54;69.73;2.55;NA;NA
332;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;31;F;2;24;24.1;78.25;72.51;2.68;NA;NA
333;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;32;M;2;24;24.9;84.2;78.29;NA;NA;NA
334;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;33;M;2;24;24.7;88.42;84.14;2.77;NA;NA
335;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;34;M;2;25;25.1;70.55;68.61;0.54;NA;2
336;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;35;F;2;25;25.5;83.57;79.84;1.77;NA;2
337;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;36;M;2;25;25.3;85.8;81.84;2.58;NA;2
338;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;37;M;2;25;25.1;82.32;77.7;2.72;NA;NA
339;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;38;F;2;25;25.4;79.66;76.48;2.04;NA;NA
340;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;39;M;2;25;25.8;101.77;77.86;1.72;NA;NA
341;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;40;F;2;25;25.2;91.67;85.5;5.11;NA;2
342;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;41;M;2;25;25.4;87.51;83.98;1.96;NA;NA
343;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;42;M;2;25;25.5;93.06;87.7;2.76;NA;NA
344;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;43;F;2;26;26.3;100.1;97.65;0.58;NA;2
345;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;44;F;2;26;26.2;112.59;105.28;4.49;NA;NA
346;07/09/2017;9;2017;7;3;A-3608-C;WHB;Portimão;NA;NA;45;F;2;26;26.3;99.73;94.63;3.45;NA;NA
347;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;1;M;2;19;19.4;34.46;33.33;0.21;NA;NA
348;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;2;F;2;19;19.7;38.94;37.31;0.33;NA;NA
349;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;3;M;2;19;19.6;42.82;41.58;0.32;NA;NA
350;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;4;M;2;19;19.9;37.92;36.77;0.24;NA;NA
351;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;5;F;2;19;19.2;32.31;30.99;0.17;NA;NA
352;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;6;F;2;19;19.7;38.41;36.45;0.86;NA;NA
353;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;7;M;2;19;19.8;37.96;36.24;0.43;NA;NA
354;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;8;M;2;19;19.6;39.43;38;0.22;NA;NA
355;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;9;M;2;19;19.8;38.48;37.3;0.44;NA;NA
356;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;10;F;2;19;19.7;40.65;38.78;1;NA;3
357;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;11;M;2;20;20.8;46.45;44.9;0.27;NA;NA
358;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;12;M;2;20;20.4;41.13;39.64;0.49;NA;NA
359;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;13;M;2;20;20.7;49.4;47.87;0.67;NA;NA
360;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;14;M;2;20;20.4;38.6;37.25;0.28;NA;3
361;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;15;F;2;20;20.8;44.95;42.72;0.65;NA;NA
362;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;16;F;2;20;20.5;42.68;40.34;1.17;NA;NA
363;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;17;F;2;20;20.8;45.23;41.62;0.42;NA;NA
364;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;18;M;2;20;20.4;41.99;40.62;0.46;NA;NA
365;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;19;M;2;20;20.1;38.43;36.99;0.44;NA;NA
366;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;20;F;2;20;20.1;41.45;39.6;0.29;NA;NA
367;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;21;M;2;21;21.1;46.24;44.27;0.73;NA;NA
368;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;22;M;2;21;21;48.13;46.5;0.65;NA;NA
369;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;23;F;2;21;21.3;52.95;50.86;0.7;NA;NA
370;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;24;M;2;21;21.6;57.7;54.91;1.45;NA;NA
371;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;25;M;2;21;21.4;48.76;47.37;0.21;NA;NA
372;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;26;M;2;21;21.3;46.64;44.15;0.81;NA;NA
373;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;27;M;2;21;21.1;48.91;46.49;1.45;NA;3
374;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;28;M;2;21;21.5;54.64;52.28;1.19;NA;NA
375;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;29;M;2;21;21.3;48.93;47.37;0.53;NA;NA
376;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;30;M;2;21;21.3;50.52;48.34;0.78;NA;3
377;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;31;F;2;22;22;54.22;52.33;1.02;NA;2
378;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;32;M;2;22;22.4;54.84;53.18;0.49;NA;NA
379;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;33;M;2;22;22.5;59.97;57.95;0.42;NA;NA
380;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;34;M;2;22;22.2;57.35;55.51;0.36;NA;NA
381;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;35;M;2;22;22.7;59.03;57.41;0.54;NA;NA
382;10/04/2017;4;2017;10;2;A-3602-C;WHB;Portimão;NA;NA;36;M;2;22;22.4;62.2;60.46;0.35;NA;NA
