ID_BIO_PEIXES;DATA;MONTH;ANO;DAY;trim;MATRICULA;COD_FAO;PORTO_NOME;ARTE_EU;ARTE;N_OBS;SEXO;EST_MATURACAO;C_CLASSE;C_INDIVIDUAL;P_INDIVIDUAL;P_EVISCERADO;P_FIGADO;P_GONADAS;IDADE
1094;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;42;M;3;26;26.6;87.25;81.27;1.2;NA;NA
1095;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;43;F;3;26;26.6;91.06;85.33;1.86;NA;NA
1096;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;44;M;2;27;27.2;110.04;105.5;1.37;NA;NA
1097;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;45;F;2;27;27.9;113.31;109.48;1.1;NA;NA
1098;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;46;F;5;27;27;100.45;97.32;0.93;NA;NA
1099;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;47;F;2;27;27.1;112.1;107.15;1.89;NA;NA
1100;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;48;F;5;27;27.1;94.66;91.45;0.64;NA;NA
1101;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;49;F;3;27;27.2;99.74;93.74;2.34;NA;NA
1102;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;50;M;2;27;27.7;118.08;110.41;2.23;NA;NA
1103;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;51;F;3;27;27.2;96.02;90.73;0.83;NA;NA
1104;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;52;F;2;27;27.5;111.44;106.36;2.44;NA;NA
1105;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;53;F;3;27;27.5;108.37;101.14;2.77;NA;NA
1106;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;54;F;5;27;27.2;99.05;95.09;0.95;NA;NA
1107;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;55;M;3;28;28.1;116.49;111.79;1.89;NA;NA
1108;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;56;M;2;28;28.2;121.28;117.6;1.56;NA;NA
1109;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;57;M;2;28;28.1;116.67;112.39;1.4;NA;NA
1110;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;58;M;3;28;28.2;126.85;119.58;1.08;NA;NA
1111;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;59;F;3;28;28.3;125.13;118.63;1.53;NA;NA
1112;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;60;F;5;28;28.7;104.61;100.27;1.28;NA;NA
1113;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;61;F;3;28;28.4;105.47;100.87;0.8;NA;NA
1114;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;62;F;3;28;28.6;118.61;109.8;1.26;NA;NA
1115;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;63;M;3;29;29.8;143.62;137.56;1.16;NA;NA
1116;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;64;M;2;29;29.4;132.36;127.9;0.78;NA;NA
1117;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;65;F;5;29;29.5;139.3;129.67;2.67;NA;NA
1118;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;66;F;5;30;30.1;119.67;112.76;2.48;NA;NA
1119;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;67;F;3;30;30.1;140.43;133.67;0.9;NA;NA
1120;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;68;F;2;31;31.4;114.43;111.63;0.37;NA;NA
1121;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;69;M;2;31;31.1;171.98;165.42;2.74;NA;NA
1122;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;70;F;3;32;32.5;179.6;170.58;1.41;NA;NA
1123;05/04/2019;4;2019;5;2;O-2125-C;WHB;Vila Real de Santo António;NA;NA;71;F;3;32;32.4;178.62;169.51;3.55;NA;NA
1124;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;1;M;2;19;19.5;47.8;42.59;1.42;0;NA
1125;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;2;M;2;19;19.7;44.56;40.8;1.06;0;NA
1126;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;3;M;2;19;19.5;48.92;43.55;2.3;0;NA
1127;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;4;M;2;19;19.8;45.14;42.75;1.55;NA;NA
1128;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;5;M;2;19;19.9;45.91;43.44;1.14;0;NA
1129;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;6;F;2;19;19.5;42.1;38.95;0.84;0.08;NA
1130;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;7;F;2;19;19;35.2;33.18;1.02;0.1;NA
1131;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;8;M;2;19;19.5;40.2;38.77;0.9;0.05;NA
1132;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;9;M;2;19;19;37.89;35.44;0.58;0;NA
1133;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;10;M;2;19;19.1;44.83;42.3;0.93;0.04;NA
1134;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;11;F;2;20;20.8;52.1;45.14;3.73;0.19;NA
1135;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;12;F;2;20;20.7;53.72;47.77;4.02;0.15;NA
1136;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;13;F;2;20;20.5;60.19;55.39;2.94;0.18;NA
1137;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;14;M;2;20;20.7;59.98;53.87;1.55;0;NA
1138;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;15;M;2;20;20.6;50.62;47.01;2.14;0.08;NA
1139;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;16;M;2;20;20.5;55.4;50.12;2.54;0.07;NA
1140;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;17;F;2;20;20.2;51;49.22;3.23;0.15;NA
1141;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;18;F;2;20;20.5;49.93;45.4;3.8;0.14;NA
1142;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;19;M;2;20;20.6;50.66;47.56;2.89;0.08;NA
1143;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;20;M;2;20;20.3;55.41;48.62;3.1;0.06;NA
1144;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;21;F;2;21;21;51.78;49.5;2.68;0.18;NA
1145;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;22;M;2;21;21.5;58.6;54.72;1.33;NA;NA
1146;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;23;M;2;21;21.8;59.69;56.13;1.58;NA;NA
1147;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;24;M;2;21;21.2;49.37;47.9;0.49;0.07;NA
1148;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;25;F;2;21;21;50.23;47.28;1.38;0.19;NA
1149;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;26;F;2;21;21;51.88;47.25;0.85;0.2;NA
1150;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;27;F;2;21;21.1;53.12;50;1.29;0.28;NA
1151;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;28;F;2;21;21.2;56.22;53.14;1.73;0.22;NA
1152;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;29;F;2;21;21.7;52.49;50.28;1.4;0.33;NA
1153;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;30;F;2;21;21.6;51.72;49.5;1.18;0.25;NA
1154;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;31;M;2;22;22;75.8;69.85;5.02;0.07;NA
1155;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;32;M;2;22;22.5;78.12;66.13;2.8;0.12;NA
1156;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;33;M;2;22;22;69.52;64.34;2.94;0.1;NA
1157;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;34;F;2;22;22.8;71.07;65.16;4.69;0.21;NA
1158;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;35;F;2;22;22.3;70.07;62.01;6.54;0.19;NA
1159;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;36;F;2;22;22.1;62.92;59.17;1.48;0.2;NA
1160;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;37;F;2;22;22;55.55;51.8;1.52;0.38;NA
1161;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;38;M;2;22;22;77.94;71.82;4.66;0.09;NA
1162;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;39;M;2;22;22.9;67.33;64.53;1;0.32;NA
1163;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;40;M;2;22;22.3;62.56;60.16;1.38;0.14;NA
1164;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;41;F;2;23;23.4;80.02;73.12;2.78;0.29;NA
1165;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;42;M;2;23;23;80.56;71.08;4.18;0.07;NA
1166;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;43;M;2;23;23.8;81.92;74.3;2.45;0.1;NA
1167;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;44;F;2;23;23.5;83.2;73.18;4.5;0.25;NA
1168;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;45;M;2;23;23.5;86.14;80.22;3.75;0.14;NA
1169;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;46;F;2;23;23.7;84.68;74.86;5.1;0.28;NA
1170;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;47;F;2;23;23.5;81.42;75.3;4.55;0.3;NA
1171;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;48;M;2;23;23;80.3;71.78;3.22;0.08;NA
1172;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;49;F;2;23;23.4;79.72;72.1;3.03;0.28;NA
1173;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;50;F;2;23;23.2;87.17;75.6;2.94;0.18;NA
1174;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;51;M;2;24;24.7;90.03;84.2;3.2;0.19;NA
1175;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;52;M;2;24;24.5;83.32;76.51;1.62;0.14;NA
1176;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;53;M;2;24;24;80.56;77.02;3.16;0.12;NA
1177;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;54;M;2;24;24.2;73.18;68.4;5.8;0.14;NA
1178;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;55;F;2;24;24;88.35;80.94;3.98;0.35;NA
1179;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;56;F;2;24;24;88.56;83.18;5.27;0.4;NA
1180;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;57;F;2;24;24.6;85.18;79.98;2.1;0.31;NA
1181;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;58;F;2;24;24.1;82.14;75.19;2.82;0.39;NA
1182;21/08/2019;8;2019;21;3;L-2046-C;WHB;Matosinhos;NA;NA;59;F;2;24;24.4;76.2;72.95;2.08;0.5;NA
1183;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;1;M;2;25;25.7;103.95;94.99;4.46;NA;NA
1184;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;2;M;2;26;26.5;118.95;109.37;6.53;NA;NA
1185;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;3;F;2;26;26.9;124.74;115.64;6.06;NA;NA
1186;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;4;F;2;26;26.1;111.69;104.23;4.48;NA;NA
1187;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;5;M;2;26;26.3;109.45;105.18;2.47;NA;NA
1188;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;6;M;2;26;26.8;126.38;114.73;8.91;NA;NA
1189;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;7;F;2;26;26.3;105.44;99.84;2.42;NA;NA
1190;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;8;F;2;26;26.5;113.77;104.79;6;NA;NA
1191;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;9;M;2;26;26.3;102.98;96.05;4.13;NA;NA
1192;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;10;F;2;27;27.2;119.41;112.28;4.69;NA;NA
1193;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;11;F;2;27;27.3;137.4;126.33;6.09;NA;NA
1194;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;12;F;2;27;27.1;136.21;123.51;9.72;NA;NA
1195;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;13;M;2;27;27.7;135.8;123.04;9.62;NA;NA
1196;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;14;M;2;27;27.5;133.66;124.22;6.41;NA;NA
1197;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;15;F;2;27;27.1;144.15;128.6;11.8;NA;NA
1198;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;16;F;2;27;27.8;141.06;127.06;10.89;NA;NA
1199;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;17;F;2;27;27.9;127.94;120.46;4.96;NA;NA
1200;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;18;M;2;28;28;128.5;122.41;3.25;NA;NA
1201;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;19;F;2;28;28.4;142.53;133.21;6.11;NA;NA
1202;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;20;F;2;28;28.9;157.08;140.27;9.87;NA;NA
1203;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;21;F;2;28;28;136.25;125.84;7.31;NA;NA
1204;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;22;F;2;28;28.5;177.47;158.22;15.01;NA;NA
1205;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;23;F;2;28;28.5;155.7;143.43;8.5;NA;NA
1206;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;24;F;2;28;28.7;170.51;153.92;10.93;NA;NA
1207;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;25;F;2;28;28.7;134.76;127.1;4.87;NA;NA
1208;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;26;F;2;28;28.9;162.22;146.56;12.14;NA;NA
1209;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;27;F;2;29;29.3;177.33;164.77;9.35;NA;NA
1210;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;28;F;2;29;29.2;190.66;174.57;12.43;NA;NA
1211;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;29;F;2;29;29.2;153.58;143.4;7.27;NA;NA
1212;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;30;F;2;29;29.3;193.18;173.08;12.48;NA;NA
1213;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;31;F;2;29;29.9;161.15;145.76;NA;NA;NA
1214;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;32;M;2;29;29.4;185.37;171.41;10.78;NA;NA
1215;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;33;F;2;30;30.6;234.31;213.61;16.93;NA;NA
1216;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;34;F;2;30;30.5;207.81;186.49;13.42;NA;NA
1217;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;35;F;2;30;30.6;195.02;178.13;11.96;NA;NA
1218;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;36;M;2;30;30.1;192.99;179.18;11.12;NA;NA
1219;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;37;M;2;30;30.4;197.72;185.73;8.95;NA;NA
1220;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;38;M;2;30;30.5;188.15;173.64;10.25;NA;NA
1221;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;39;M;2;30;30.1;180.72;163.63;7.83;NA;NA
1222;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;40;F;2;30;30.2;186.23;169.37;12.87;NA;NA
1223;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;41;F;2;31;31.1;217.26;199.57;10.75;NA;NA
1224;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;42;F;2;31;31.3;222.36;199.87;16.54;NA;NA
1225;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;43;F;2;31;31.8;253.12;228.63;19.03;NA;NA
1226;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;44;F;2;31;31.7;208.29;190.74;12.85;NA;NA
1227;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;45;F;2;31;31.3;211.76;196.78;9.54;NA;NA
1228;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;46;M;2;31;31.3;190.07;176.08;9.9;NA;NA
1229;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;47;M;2;31;31.5;227.29;206.67;12.5;NA;NA
1230;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;48;F;2;31;31.9;208.7;195.13;7.76;NA;NA
1231;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;49;F;2;32;32.7;291.54;264.49;18.55;NA;NA
1232;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;50;F;2;32;32.5;258.8;236.91;16.82;NA;NA
1233;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;51;F;2;32;32.3;275.6;249.02;20.89;NA;NA
1234;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;52;F;2;32;32.8;257.97;234.66;16.13;NA;NA
1235;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;53;M;2;33;33.6;271.69;252.85;13.5;NA;NA
1236;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;54;F;2;33;33.9;270.83;244.7;20.12;NA;NA
1237;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;55;F;2;33;33.8;315.13;282.9;20.9;NA;NA
1238;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;56;F;2;33;33.2;249.56;228.03;15.73;NA;NA
1239;03/10/2019;10;2019;3;4;O-2125-C;WHB;Vila Real de Santo António;NA;NA;57;F;5;35;35.1;302.6;283.35;12.59;NA;NA
1240;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;1;M;1;19;19;39.61;36.49;1.5;0.03;NA
1241;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;2;F;2;20;20.1;44.86;41.49;2.2;0.12;NA
1242;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;3;M;3;21;21.5;69.82;61.08;6.42;0.89;NA
1243;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;4;M;2;21;21.6;65.68;60.38;3.95;0.09;NA
1244;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;5;M;2;21;21.9;58.89;55.68;2.03;0.1;NA
1245;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;6;I;2;21;21.9;57.43;53.45;2.13;NA;NA
1246;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;7;F;2;21;21.3;58.46;52.6;3.49;0.35;NA
1247;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;8;M;2;22;22.5;67.18;63.24;1.87;0.05;NA
1248;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;9;I;NA;22;22.5;65.31;61.18;2.4;NA;NA
1249;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;10;M;2;22;22;59.13;54.8;2.73;0.1;NA
1250;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;11;M;2;22;22;73.49;65.96;6.26;0.17;NA
1251;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;12;M;2;22;22.5;59.3;57;1.27;0.09;NA
1252;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;13;I;2;22;22.9;61.34;58.93;1.24;NA;NA
1253;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;14;M;2;22;22.1;61.88;58.28;2.56;0.06;NA
1254;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;15;M;2;22;22.6;66.58;62.16;2.98;0.07;NA
1255;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;16;M;2;22;22.5;70.33;63.68;4.46;0.07;NA
1256;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;17;M;2;22;22.4;61.12;56.26;2.64;0.06;NA
1257;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;18;M;3;23;23.1;88.02;76.62;9.6;0.23;NA
1258;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;19;M;3;23;23.3;92.01;81.34;9.15;0.73;NA
1259;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;20;M;2;23;23.6;91.48;81.36;8.58;0.14;NA
1260;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;21;M;3;23;23;94.9;81.16;11.74;0.54;NA
1261;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;22;F;5;23;23.5;82.69;75.45;5.2;0.45;NA
1262;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;23;F;1;23;23.5;77.1;72.13;1.46;0.03;NA
1263;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;24;M;3;23;23;86.47;77.28;8.24;0.48;NA
1264;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;25;F;2;23;23.5;83.8;75.58;6.77;0.39;NA
1265;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;26;M;2;23;23.4;70.55;66.51;2.28;0.17;NA
1266;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;27;M;2;23;23.3;66.2;62.34;2.01;0.15;NA
1267;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;28;F;2;24;24.1;78.92;74.64;1.38;0.2;NA
1268;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;29;M;2;24;24.2;87.39;83.38;1.96;0.05;NA
1269;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;30;F;2;24;24.5;90.6;83.14;5.61;0.49;NA
1270;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;31;F;2;24;24.4;83.72;78.12;2.95;0.31;NA
1271;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;32;F;2;24;24;87.46;80.3;4.44;0.35;NA
1272;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;33;F;2;24;24.5;87.46;78.67;6.08;0.29;NA
1273;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;34;F;2;24;24.2;83.68;77.64;4.39;0.46;NA
1274;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;35;F;2;24;24.1;86.06;78.52;5.45;0.34;NA
1275;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;36;M;2;24;24.4;87.35;83.2;2.5;0.19;NA
1276;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;37;F;2;24;24.5;89.46;82.88;4.75;0.36;NA
1277;13/11/2019;11;2019;13;4;L-2046-C;WHB;Matosinhos;NA;NA;38;F;2;25;25.5;90.85;85.74;2.82;0.35;NA
